index	Username	UserID	Tweet	Location	Date	Year	Month	Tweet_Translated	Tweets_Clean	Latitude	Longitude
7753	Texast59	427005935	@realDonaldTrump And he said slow down the testing and they did. Meanwhile at the trump mob hangout, bet they incre… 		Wed Aug 12 02:44:47 +0000 2020	2020	8	@realDonaldTrump And he said slow down the testing and they did. Meanwhile at the trump mob hangout, bet they incre… 	@realdonaldtrump said slow testing meanwhile trump mob hangout bet incre	No latitude	No longitude
7754	norpis58	2765751540	"RT @WofVOLLEY: Japanese star Ishikawa creates a guide for volleyball players on how to avoid the coronavirus infection

"		Wed Aug 12 02:44:47 +0000 2020	2020	8	"RT @WofVOLLEY: Japanese star Ishikawa creates a guide for volleyball players on how to avoid the coronavirus infection

"	@wofvolley japanese star ishikawa creates guide volleyball players avoid infection	No latitude	No longitude
7755	MaleTexan	979713256926347264	Does anyone find it ironic that we now have a “Dr. Atlas” on the coronavirus task force? So many possibilities.… 	Planet COVIDTardia	Wed Aug 12 02:44:47 +0000 2020	2020	8	Does anyone find it ironic that we now have a “Dr. Atlas” on the coronavirus task force? So many possibilities.… 	anyone find ironic dr atlas task force many possibilities	No latitude	No longitude
7756	LLLloyd1	855963462	‘They’ve had enough of everything’: Record numbers of Americans are giving up their US citizenship - The Independent 	World Wide	Wed Aug 12 02:44:46 +0000 2020	2020	8	‘They’ve had enough of everything’: Record numbers of Americans are giving up their US citizenship - The Independent 	enough everything record numbers americans giving citizenship independent	22.2823025	114.15786063390414
7757	james_98188	16310936	@WhiteHouse @IvankaTrump Instead of talking about the (so-called) president's daughter, why don't we talk about a n… 		Wed Aug 12 02:44:46 +0000 2020	2020	8	@WhiteHouse @IvankaTrump Instead of talking about the (so-called) president's daughter, why don't we talk about a n… 	@whitehouse @ivankatrump instead talking so-called president's daughter talk n	No latitude	No longitude
7758	VTheletter	1220339796456853512	@TruthMcTruthfa1 @_h_a_w_k_s @realDonaldTrump It's not fake news,  It's a fact. ALL deaths are being counted as Chi… 	Where is Truth?	Wed Aug 12 02:44:41 +0000 2020	2020	8	@TruthMcTruthfa1 @_h_a_w_k_s @realDonaldTrump It's not fake news,  It's a fact. ALL deaths are being counted as Chi… 	@truthmctruthfa1 @_h_a_w_k_s @realdonaldtrump fake news fact deaths counted chi	No latitude	No longitude
7759	CeasarPepito	1197798375040569346	RT @teddyboylocsin: How China Controlled the Coronavirus via @NewYorker GENERAL Año, PLEASE READ THIS. IT IS A LONG…	Cagayan De Oro City, Northern 	Wed Aug 12 02:44:40 +0000 2020	2020	8	RT @teddyboylocsin: How China Controlled the Coronavirus via @NewYorker GENERAL Año, PLEASE READ THIS. IT IS A LONG…	@teddyboylocsin china controlled @newyorker general año please read long	8.4754878	124.6421317
7760	Craneman51M	3166112083	Want to make your home safer from COVID-19? Start by cracking a window, experts say 	Savannah, GA	Wed Aug 12 02:44:40 +0000 2020	2020	8	Want to make your home safer from COVID-19? Start by cracking a window, experts say 	want make home safer start cracking window experts say	32.0809263	-81.0911768
7761	marhafunn	25619846	RT @mmyer1018: ‘A Smoking Gun’: Infectious Coronavirus Retrieved From Hospital Air 		Wed Aug 12 02:44:39 +0000 2020	2020	8	RT @mmyer1018: ‘A Smoking Gun’: Infectious Coronavirus Retrieved From Hospital Air 	@mmyer1018 smoking gun infectious retrieved hospital air	No latitude	No longitude
7762	AronPeters	253247909	The Most Important Coronavirus Statistic: 42% Of U.S. Deaths Are From 0.6% Of The Population via @forbes 	Minny	Wed Aug 12 02:44:39 +0000 2020	2020	8	The Most Important Coronavirus Statistic: 42% Of U.S. Deaths Are From 0.6% Of The Population via @forbes 	important statistic 42 deaths 0.6 population @forbes	43.3396798	-1.7851736
7763	shady2brandals	17780943	RT @jakpost: Valencia confirm two positive tests for coronavirus #jakpost 	ÜT: -6.2130572,106.9662084	Wed Aug 12 02:44:38 +0000 2020	2020	8	RT @jakpost: Valencia confirm two positive tests for coronavirus #jakpost 	@jakpost valencia confirm two positive tests #jakpost	-6.2300316	106.91061484712439
7764	PeterWMurphy1	2608740770	"Dear @KamalaHarris,
Congrats. In the upcoming VP debate, please remind Americans that #MikePence is officially in c… "	Sydney, Australia	Wed Aug 12 02:44:38 +0000 2020	2020	8	"Dear @KamalaHarris,
Congrats. In the upcoming VP debate, please remind Americans that #MikePence is officially in c… "	dear @kamalaharris congrats upcoming vp debate please remind americans #mikepence officially c	-33.8548157	151.2164539
7765	avera813	20371124	@LarryBEvolving @n0rthwest1 @GovInslee Looks like it was around since ‘93: 	Lynnwood, WA	Wed Aug 12 02:44:37 +0000 2020	2020	8	@LarryBEvolving @n0rthwest1 @GovInslee Looks like it was around since ‘93: 	@larrybevolving @n0rthwest1 @govinslee looks like around since 93	47.8278656	-122.3053932
7766	johnowhlavista	704520881423253505	⁦@realDonaldTrump⁩  Coronavirus: How Trump killed tens of thousands of Americans. 	La Vista, NE	Wed Aug 12 02:44:37 +0000 2020	2020	8	⁦@realDonaldTrump⁩  Coronavirus: How Trump killed tens of thousands of Americans. 	⁦ @realdonaldtrump ⁩ trump killed tens thousands americans	41.1832679	-96.0324044
7767	WBUR	2996801	Travel is a growing challenge as we try to contain the #coronavirus. Three cases illustrate how quickly the virus c… 	Boston	Wed Aug 12 02:44:36 +0000 2020	2020	8	Travel is a growing challenge as we try to contain the #coronavirus. Three cases illustrate how quickly the virus c… 	travel growing challenge try contain three cases illustrate quickly virus c	42.3602534	-71.0582912
7768	CIMAGES	301954928	RT @ReutersUS: U.S. inks $1.5 billion deal with Moderna for 100 million doses of COVID-19 vaccine 	City Island, New York City, NY	Wed Aug 12 02:44:35 +0000 2020	2020	8	RT @ReutersUS: U.S. inks $1.5 billion deal with Moderna for 100 million doses of COVID-19 vaccine 	@reutersus inks 1.5 billion deal moderna 100 million doses vaccine	40.847455999999994	-73.78646637155543
7769	AdmiralBall	17600039	Opinion | Trump thinks if he ignores the coronavirus, we will too - The Washington Post 	Surprise, AZ	Wed Aug 12 02:44:34 +0000 2020	2020	8	Opinion | Trump thinks if he ignores the coronavirus, we will too - The Washington Post 	opinion trump thinks ignores washington post	39.8158066	46.7520879
7770	sandi89701936	1111742456134074368	"RT @AshleyRParker: End of an era? Trump suggests no more rallies because of empty seats,  by @agearan
"	florida	Wed Aug 12 02:44:34 +0000 2020	2020	8	"RT @AshleyRParker: End of an era? Trump suggests no more rallies because of empty seats,  by @agearan
"	@ashleyrparker end trump suggests rallies empty seats @agearan	27.7567667	-81.4639835
7771	KatEdmiston	1932816230	RT @GuardianAus: Australia's face mask advice: are reusable or washable masks best, and what are the rules? 	Houston TX 	Wed Aug 12 02:44:33 +0000 2020	2020	8	RT @GuardianAus: Australia's face mask advice: are reusable or washable masks best, and what are the rules? 	@guardianaus australia's face mask advice reusable washable masks best rules	29.7589382	-95.3676974
7772	CommunitySolsED	2927599564	In 2019 @CommunitySols gave out small grants to Northeast Ohio reporters to help tell important health and human se… 	Cleveland, OH	Wed Aug 12 02:44:32 +0000 2020	2020	8	In 2019 @CommunitySols gave out small grants to Northeast Ohio reporters to help tell important health and human se… 	@communitysols gave small grants northeast ohio reporters help tell important health human	41.5051613	-81.6934446
7773	RaymondMiley2	823996821336969216	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	Middle of America 	Wed Aug 12 05:44:59 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	35.1826456	-89.81447
7774	Grumpypeet	492040007	RT @BBCNews: Coronavirus spread fear of Sheffield carer who went untested 		Wed Aug 12 05:44:59 +0000 2020	2020	8	RT @BBCNews: Coronavirus spread fear of Sheffield carer who went untested 	@bbcnews spread fear sheffield carer went untested	No latitude	No longitude
7775	Yu56217487	1076548652103921665	@chat4good @NakuulMehta Amidst the Coronavirus lockdown in India,it has adversely affected Lakhs of daily wage earn… 	India	Wed Aug 12 05:44:58 +0000 2020	2020	8	@chat4good @NakuulMehta Amidst the Coronavirus lockdown in India,it has adversely affected Lakhs of daily wage earn… 	@chat4good @nakuulmehta amidst lockdown india adversely affected lakhs daily wage earn	22.3511148	78.6677428
7776	oli_heinz	880470979	"RT @Number10cat: Boris Johnson’s attempts to thwart coronavirus:
"	the world is me cookie	Wed Aug 12 05:44:58 +0000 2020	2020	8	"RT @Number10cat: Boris Johnson’s attempts to thwart coronavirus:
"	@number10cat boris johnson attempts thwart	No latitude	No longitude
7777	Amandawilder081	730184989480865793	@peter_adderton please Sell me more hotspot, coronavirus has my kids using more hotspot for online school. Staying… 		Wed Aug 12 05:44:58 +0000 2020	2020	8	@peter_adderton please Sell me more hotspot, coronavirus has my kids using more hotspot for online school. Staying… 	@peter_adderton please sell hotspot kids using hotspot online school staying	No latitude	No longitude
7778	888algc	2814372450	"Dr Gabriel Scally needs to be struck off people's health should come before political agendas 
and the evidence if… "		Wed Aug 12 05:44:58 +0000 2020	2020	8	"Dr Gabriel Scally needs to be struck off people's health should come before political agendas 
and the evidence if… "	dr gabriel scally needs struck people's health come political agendas evidence	No latitude	No longitude
7779	Njpa82587669	1267318572080136192	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  		Wed Aug 12 05:44:57 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	No latitude	No longitude
7780	Grumpypeet	492040007	RT @BBCNews: Coronavirus: France's champagne industry goes flat amid pandemic 		Wed Aug 12 05:44:55 +0000 2020	2020	8	RT @BBCNews: Coronavirus: France's champagne industry goes flat amid pandemic 	@bbcnews france's champagne industry goes flat amid pandemic	No latitude	No longitude
7781	LeighHelberg	950781707396919296	RT @MegsWorld8150: Coronavirus kills three people affiliated with same Florida school via @nbcnews	Los Angeles, CA	Wed Aug 12 05:44:55 +0000 2020	2020	8	RT @MegsWorld8150: Coronavirus kills three people affiliated with same Florida school via @nbcnews	@megsworld8150 kills three people affiliated florida school @nbcnews	34.0536909	-118.2427666
7782	seansuchma_14	4900307899	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	Overland Park, KS	Wed Aug 12 05:44:53 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	38.9742502	-94.6851702
7783	SomerInds	1263818691415871488	"RT @LBCNews: Britain will officially be declared in a recession later - for the first time since the 2009 financial crisis.

"	Somerset	Wed Aug 12 05:44:52 +0000 2020	2020	8	"RT @LBCNews: Britain will officially be declared in a recession later - for the first time since the 2009 financial crisis.

"	@lbcnews britain officially declared recession later first time since 2009 financial crisis	51.161750850000004	-3.0753867062227487
7784	felicity2015111	4201851373	RT @Reuters: Coronavirus found on frozen seafood in China 		Wed Aug 12 05:44:51 +0000 2020	2020	8	RT @Reuters: Coronavirus found on frozen seafood in China 	@reuters found frozen seafood china	No latitude	No longitude
7785	xxloudz131	1257638492768595969	RT @fox5dc: New Zealand marks 100 days of no new reported cases of coronavirus 		Wed Aug 12 05:44:51 +0000 2020	2020	8	RT @fox5dc: New Zealand marks 100 days of no new reported cases of coronavirus 	@fox5dc zealand marks 100 days reported cases	No latitude	No longitude
7786	AKarlamangla	1062573678959849473	"RT @ppengage: #Study: 1 in 4 #young adults with #COVID19 still have symptoms weeks later 

Findings show that recove…"		Wed Aug 12 05:44:50 +0000 2020	2020	8	"RT @ppengage: #Study: 1 in 4 #young adults with #COVID19 still have symptoms weeks later 

Findings show that recove…"	@ppengage #study #young adults still symptoms weeks later findings show recove	No latitude	No longitude
7787	dihoppy	22822556	"RT @LotusOak2: Hospital-based Intravenous #VitaminC Treatment
for #Coronavirus &amp; Related Illnesses



Failure to pro…"	Washington State	Wed Aug 12 05:44:50 +0000 2020	2020	8	"RT @LotusOak2: Hospital-based Intravenous #VitaminC Treatment
for #Coronavirus &amp; Related Illnesses



Failure to pro…"	@lotusoak2 hospital-based intravenous #vitaminc treatment related illnesses failure pro	47.2868352	-120.2126139
7788	AzVisigoth	1039959122249039872	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	United States	Wed Aug 12 05:44:49 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	39.7837304	-100.4458825
7789	darlingsunflwer	82831017	RT @StevieNicks: From my journal.... source: 	Sleeping under the stars	Wed Aug 12 05:44:47 +0000 2020	2020	8	RT @StevieNicks: From my journal.... source: 	@stevienicks journal source	No latitude	No longitude
7790	nurnaif	747583155658457088	"The Guardian: 

""It’s much more helpful to look at the practical consequences of missed education and balance them… "	The Great Saudi	Wed Aug 12 05:44:46 +0000 2020	2020	8	"The Guardian: 

""It’s much more helpful to look at the practical consequences of missed education and balance them… "	guardian much helpful look practical consequences missed education balance	21.424547099999998	39.82495023743009
7791	moxxorhelps	2500470042	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  		Wed Aug 12 05:44:46 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	No latitude	No longitude
7792	BozoDom	1012456616	RT @andrewfeinstein: EXPOSED: Conservatives hand Coronavirus Contracts Worth Millions to Friends | Peter Geoghegan 		Wed Aug 12 05:44:45 +0000 2020	2020	8	RT @andrewfeinstein: EXPOSED: Conservatives hand Coronavirus Contracts Worth Millions to Friends | Peter Geoghegan 	@andrewfeinstein exposed conservatives hand contracts worth millions friends peter geoghegan	No latitude	No longitude
7793	Bobduff1	283910700	"RT @johnjennings992: Trini Lopez, ‘If I Had a Hammer’ Singer and Actor, Dead at 83 From Coronavirus 

via @RollingS…"	Australia	Wed Aug 12 05:44:42 +0000 2020	2020	8	"RT @johnjennings992: Trini Lopez, ‘If I Had a Hammer’ Singer and Actor, Dead at 83 From Coronavirus 

via @RollingS…"	@johnjennings992 trini lopez hammer singer actor dead 83 @rollings	-24.7761086	134.755
7794	Dan_Gallegos_	151275029	"Opinion | What if Some Kids Are Better Off at Home? - The New York Times 

“Parents like me are having to contempla… "	El Paso	Wed Aug 12 05:44:42 +0000 2020	2020	8	"Opinion | What if Some Kids Are Better Off at Home? - The New York Times 

“Parents like me are having to contempla… "	opinion kids better home york times parents like contempla	31.7754152	-106.4646348
7795	gerds_17	1123544320940711936	RT @fox5dc: New Zealand marks 100 days of no new reported cases of coronavirus 	basta dito 	Wed Aug 12 05:44:42 +0000 2020	2020	8	RT @fox5dc: New Zealand marks 100 days of no new reported cases of coronavirus 	@fox5dc zealand marks 100 days reported cases	No latitude	No longitude
7796	LaTulipomanie	428000356	RT @business: Russia's approved coronavirus vaccine has been met with more international skepticism and unease than excitement 	気にスポ	Wed Aug 12 05:44:41 +0000 2020	2020	8	RT @business: Russia's approved coronavirus vaccine has been met with more international skepticism and unease than excitement 	@business russia's approved vaccine met international skepticism unease excitement	No latitude	No longitude
7797	ShanghaiEye	3910925474	Russia has developed ‘first ‘coronavirus vaccine: Putin 	上海, 中华人民共和国	Wed Aug 12 05:44:40 +0000 2020	2020	8	Russia has developed ‘first ‘coronavirus vaccine: Putin 	russia developed first vaccine putin	31.2322758	121.4692071
7798	otherac14608121	1134809376714383363	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	Virginia, USA	Wed Aug 12 05:44:39 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	37.1232245	-78.4927721
7799	tech2eets	42382372	Dentists are at high risk of being infected with #Covid19 as they work in close proximity with a patients' faces fo… 	Mumbai, India	Wed Aug 12 05:44:38 +0000 2020	2020	8	Dentists are at high risk of being infected with #Covid19 as they work in close proximity with a patients' faces fo… 	dentists high risk infected work close proximity patients faces fo	18.9387711	72.8353355
7800	NorthEastToday	253639584	"#Assam 

Assam's #COVID19 tally rose to 64,406 with the detection of 2,669 new cases, while four more fatalities pu… "	Guwahati, Assam	Wed Aug 12 05:44:38 +0000 2020	2020	8	"#Assam 

Assam's #COVID19 tally rose to 64,406 with the detection of 2,669 new cases, while four more fatalities pu… "	#assam assam's tally rose 64,406 detection 2,669 cases four fatalities pu	26.1805978	91.753943
7801	politicshome	16558943	"NHS bosses warn mental staff facing ‘burnout’ amid coronavirus pandemic
"	Westminster, London	Wed Aug 12 05:44:36 +0000 2020	2020	8	"NHS bosses warn mental staff facing ‘burnout’ amid coronavirus pandemic
"	nhs bosses warn mental staff facing burnout amid pandemic	51.5004439	-0.1265398
7802	ishootfootball	29929543	@TheRightMelissa Unfortunately, it led to a NYC hospital putting Covid patients in rooms with non-Covid patients be… 		Wed Aug 12 05:44:36 +0000 2020	2020	8	@TheRightMelissa Unfortunately, it led to a NYC hospital putting Covid patients in rooms with non-Covid patients be… 	@therightmelissa unfortunately led nyc hospital putting patients rooms non-covid patients	No latitude	No longitude
7803	ItzPepM80s	4377545734	RT @DealinRugs: My mental health before &amp; after coronavirus 	Queens, NY	Wed Aug 12 05:44:35 +0000 2020	2020	8	RT @DealinRugs: My mental health before &amp; after coronavirus 	@dealinrugs mental health	40.7498243	-73.7976337
7804	budbudabur	880541152218419205	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	ƛ ƓƛԼƛҲƳ ƑƛƦ, ƑƛƦ, ƑƛƦ ƛƜƛƳ...	Wed Aug 12 05:44:33 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	No latitude	No longitude
7805	uberhousehippie	946642388474195969	RT @Thomas1774Paine: California Will Soon Be Paying $1,250 To People Who Test Positive For Coronavirus 	San Diego, CA	Wed Aug 12 05:44:33 +0000 2020	2020	8	RT @Thomas1774Paine: California Will Soon Be Paying $1,250 To People Who Test Positive For Coronavirus 	@thomas1774paine california soon paying 1,250 people test positive	32.7174209	-117.1627714
7806	FILIPDEMYTTEN	34090099	When Covid-19 Hit, Many Elderly Were Left to Die - The New York Times 	Wingene, België	Wed Aug 12 05:44:33 +0000 2020	2020	8	When Covid-19 Hit, Many Elderly Were Left to Die - The New York Times 	hit many elderly left die york times	51.06808895	3.284768308111502
7807	WeAreMaldon	1276476890447056896	"RT @maldonstandard: The latest figures

"	Maldon, Essex	Wed Aug 12 05:44:32 +0000 2020	2020	8	"RT @maldonstandard: The latest figures

"	@maldonstandard latest figures	51.731198	0.6791849
7808	8020Mentor	729530858596540417	"@GladysB My simple question to you, dear 
@GladysB went unanswered yet again so here is yet another try: How many '… "	Australia 🇦🇺 	Wed Aug 12 05:44:31 +0000 2020	2020	8	"@GladysB My simple question to you, dear 
@GladysB went unanswered yet again so here is yet another try: How many '… "	@gladysb simple question dear @gladysb went unanswered yet yet another try many	-24.7761086	134.755
7809	AnotherBillion1	1254814063197995008	Putin’s plan for Russia’s coronavirus vaccine is at ‘high risk of backfiring,’ expert says 	United States	Wed Aug 12 05:44:30 +0000 2020	2020	8	Putin’s plan for Russia’s coronavirus vaccine is at ‘high risk of backfiring,’ expert says 	putin plan russia vaccine high risk backfiring expert says	39.7837304	-100.4458825
7810	donnchaboru1916	1279788692912119811	I believe every health worker should be protected from #coronavirus, wherever they live. Sign the petition to… 	West Sussex UK	Wed Aug 12 05:44:30 +0000 2020	2020	8	I believe every health worker should be protected from #coronavirus, wherever they live. Sign the petition to… 	believe every health worker protected wherever live sign petition	51.0	-0.416667
7811	anmolchopra999	1219370821254205440	Covid 19 coronavirus: No roadblocks, no cops, as man escapes from Auckland 	Wellington City, New Zealand	Wed Aug 12 05:44:30 +0000 2020	2020	8	Covid 19 coronavirus: No roadblocks, no cops, as man escapes from Auckland 	roadblocks cops man escapes auckland	-41.25275310000001	174.7184709414953
7812	BNF75	1916659826	"What you need to know about the #coronavirus right now 

PS: #NewZealand #Lockdown $NZDUSD ... ^^
"	France	Wed Aug 12 05:44:29 +0000 2020	2020	8	"What you need to know about the #coronavirus right now 

PS: #NewZealand #Lockdown $NZDUSD ... ^^
"	need know right ps #newzealand #lockdown nzdusd	46.603354	1.8883335
7813	MJCassiopeia	132576058	RT @Reuters: New Zealand PM Ardern says dissolution of parliament deferred 	Bornfreeonekiss's house	Wed Aug 12 05:44:28 +0000 2020	2020	8	RT @Reuters: New Zealand PM Ardern says dissolution of parliament deferred 	@reuters zealand pm ardern says dissolution parliament deferred	No latitude	No longitude
7814	r0bertz	18390930	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  		Wed Aug 12 05:44:24 +0000 2020	2020	8	RT @JackPosobiec: Town votes to rescind license of N.J. gym whose owners repeatedly defied coronavirus restrictions  	@jackposobiec town votes rescind license n j gym whose owners repeatedly defied restrictions	No latitude	No longitude
7815	HallCleavon	1278360213406564354	RT @MailOnline: Putin's coronavirus vaccine 'was approved after tests on only 38 people' and 'causes side-effects', documents reveal 		Wed Aug 12 08:44:59 +0000 2020	2020	8	RT @MailOnline: Putin's coronavirus vaccine 'was approved after tests on only 38 people' and 'causes side-effects', documents reveal 	@mailonline putin's vaccine approved tests 38 people causes side-effects documents reveal	No latitude	No longitude
7816	PositiveSimply	456144522	RT @HertsACS: BBC News - Coronavirus: Severe mental health problems rise amid pandemic 	Bedford, England	Wed Aug 12 08:44:59 +0000 2020	2020	8	RT @HertsACS: BBC News - Coronavirus: Severe mental health problems rise amid pandemic 	@hertsacs bbc news severe mental health problems rise amid pandemic	52.1363806	-0.4675041
7817	Florenceofarabi	21108465	RT @jed1848: Do you mean 730,000 workers plunged into acute poverty?  	Transcription & Bus. Support	Wed Aug 12 08:44:58 +0000 2020	2020	8	RT @jed1848: Do you mean 730,000 workers plunged into acute poverty?  	@jed1848 mean 730,000 workers plunged acute poverty	No latitude	No longitude
7818	Nursegwendo	982353835929763840	"RT @WHO: 😷 How to wear a medical mask safely: Don’ts

More: 

#COVID19 #WearAMask "		Wed Aug 12 08:44:58 +0000 2020	2020	8	"RT @WHO: 😷 How to wear a medical mask safely: Don’ts

More: 

#COVID19 #WearAMask "	@who 😷 wear medical mask safely ts #wearamask	No latitude	No longitude
7819	FXstreetNews	27652717	USD/CHF slides to session low, around mid-0.9100s amid a modest USD pullback By @HareshMenghani… 	Barcelona	Wed Aug 12 08:44:58 +0000 2020	2020	8	USD/CHF slides to session low, around mid-0.9100s amid a modest USD pullback By @HareshMenghani… 	usd chf slides session low around mid -0.9100 amid modest usd pullback @hareshmenghani	41.3828939	2.1774322
