index	Username	UserID	Tweet	Location	Date	Year	Month	Tweet_Translated	Tweets_Clean	Latitude	Longitude
2203	jenrobertson2o2	434156015	RT @BBCWorld: Coronavirus: US and Australia close borders to Chinese arrivals 	New York	Sat Feb 01 11:59:57 +0000 2020	2020	2	RT @BBCWorld: Coronavirus: US and Australia close borders to Chinese arrivals 	@bbcworld australia close borders chinese arrivals	40.7127281	-74.0060152
2204	nocturcain	763744773379350528	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak "		Sat Feb 01 11:59:56 +0000 2020	2020	2	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak "	@choculate really appreciated humanity act #coronavirusoutbreak	No latitude	No longitude
2205	RoxanaUran3	1223574810632114176	Yo no sé qe piensan el país pero ay qe tomar medidas y protegernos de la coronavirus no permir la entrada de gente… 		Sat Feb 01 11:59:56 +0000 2020	2020	2	I do not know what the country thinks, but to take measures and protect ourselves from the coronavirus, do not allow the entry of people ...	know country thinks take measures protect allow entry people	No latitude	No longitude
2206	InstytutBoyma	229487828	Shanghai Institutes of International Studies wydało raport o epidemii korona wirusa. Jesteśmy w trakcie czytania, b… 	Warsaw	Sat Feb 01 11:59:56 +0000 2020	2020	2	The Shanghai Institutes of International Studies has released a report on the corona virus epidemic. We are reading, b ...	shanghai institutes international studies released report corona virus epidemic reading b	52.2319581	21.0067249
2207	Shoeray	87464979	RT @9to5mac: Apple closing all retail stores and offices in China through February 9 due to coronavirus by @bzamayo…	Bricket Wood, 	Sat Feb 01 11:59:56 +0000 2020	2020	2	RT @9to5mac: Apple closing all retail stores and offices in China through February 9 due to coronavirus by @bzamayo…	@9to5mac apple closing retail stores offices china february due @bzamayo	51.7086876	-0.3700148
2208	MSMunplugged	3319074550	RT @MickeyD44314901: University of York student named as one of confirmed coronavirus patients in UK 		Sat Feb 01 11:59:56 +0000 2020	2020	2	RT @MickeyD44314901: University of York student named as one of confirmed coronavirus patients in UK 	@mickeyd44314901 university york student named one confirmed patients uk	No latitude	No longitude
2209	expeditoveloso_	982207338663763969	RT @DCM_online: Coronavírus: ao contrário do Brasil de Bolsonaro, países civilizados repatriam cidadãos na China. Por Willy, de Paris 	Brasília, Brasil	Sat Feb 01 11:59:56 +0000 2020	2020	2	RT @DCM_online: Coronavirus: Unlike Bolsonaro's Brazil, civilized countries repatriate citizens in China. By Willy from Paris	@dcm_online unlike bolsonaro's brazil civilized countries repatriate citizens china willy paris	-10.3333333	-53.2
2210	Northpoleshift	1086183121572323330	"RT @LenaMoser6: Coronavirus in Wuhan: Ärzte am Limit - ""Faustkampf"" auf Notambulanz-Baustelle via @China_Welt_News"	Planet Earth 🐵 Absurdistan 🐒	Sat Feb 01 11:59:55 +0000 2020	2020	2	"RT @ LenaMoser6: Coronavirus in Wuhan: Doctors at the limit - ""fist fight"" on the emergency clinic construction site via @China_Welt_News"	lenamoser wuhan doctors limit fist fight emergency clinic construction site @china_welt_news	No latitude	No longitude
2211	conitzer	47837509	Most of our Chinese participants were already unable to make it to #AAAI20, but this settles it...  We will allow o… 		Sat Feb 01 11:59:55 +0000 2020	2020	2	Most of our Chinese participants were already unable to make it to #AAAI20, but this settles it...  We will allow o… 	chinese participants already unable make #aaai20 settles allow	No latitude	No longitude
2212	n_h_moi	1209073651	RT @samaya_hospital: Novel Coronavirus awareness session was conducted by infection control nurse at Samaya Specialized Center 	Abu Dhabi	Sat Feb 01 11:59:55 +0000 2020	2020	2	RT @samaya_hospital: Novel Coronavirus awareness session was conducted by infection control nurse at Samaya Specialized Center 	@samaya_hospital novel awareness session conducted infection control nurse samaya specialized center	24.4747961	54.3705762
2213	nCoV24	1222896661434781698	Pour éviter la propagation du #coronavirus, la province Hubei en Chine a décidé de suspendre l'enregistrement des m… 		Sat Feb 01 11:59:55 +0000 2020	2020	2	To avoid the spread of the #coronavirus, the Hubei province in China has decided to suspend the registration of ...	avoid spread hubei province china decided suspend registration	No latitude	No longitude
2214	istitutoluce	1010237011062611968	"Salgo su un treno.

Nella carrozza entra un ragazzo cinese.

Un tizio esclama ad alta voce:""Ecco qua, il governo do… "		Sat Feb 01 11:59:55 +0000 2020	2020	2	"I get on a train.

A Chinese boy enters the carriage.

A guy exclaims aloud: ""Here, the government gives ..."	get train chinese boy enters carriage guy exclaims aloud government gives	No latitude	No longitude
2215	satgotnat	1040457319501520896	caralho parem de dizer nos coments que ele tá com coronavirus 	Tramandaí, Brasil	Sat Feb 01 11:59:54 +0000 2020	2020	2	fuck stop saying in the comments that he has coronavirus	fuck stop saying comments	-29.9855339	-50.1316076
2216	PeteMoring	5628622	#Chinese action FOILED by #UK #Bonkersness .......... #YouCouldntMakeItUp ........... .....… 	Berks. UK	Sat Feb 01 11:59:54 +0000 2020	2020	2	#Chinese action FOILED by #UK #Bonkersness .......... #YouCouldntMakeItUp ........... .....… 	#chinese action foiled #uk #bonkersness #youcouldntmakeitup ... ...	51.453488899999996	-1.0318729593399247
2217	galaktine_	888435352389767168	RT @HimarRT: El coronavirus sintiendo el calorsito en La Gomera 		Sat Feb 01 11:59:54 +0000 2020	2020	2	RT @HimarRT: The coronavirus feeling the heat in La Gomera	@himarrt feeling heat gomera	No latitude	No longitude
2218	tigersliverpool	265217955	So, Coronavirus is another word for flu! 	Burwood, Melbourne,au	Sat Feb 01 11:59:54 +0000 2020	2020	2	So, Coronavirus is another word for flu! 	another word flu	-37.8142176	144.9631608
2219	DTR_Markets	1125639430537076736	"Yields decline as markets scramble for safety. - 
#safety #China #coronavirus… "	Global	Sat Feb 01 11:59:54 +0000 2020	2020	2	"Yields decline as markets scramble for safety. - 
#safety #China #coronavirus… "	yields decline markets scramble safety #safety #china	43.7283874	-79.34914879325001
2220	esIsaacF	1074517372105646080	Todos coincidimos en que si el Coronavirus se presenta en Venezuela, no habría forma de controlarlo. Es un escenari… 	Caracas	Sat Feb 01 11:59:54 +0000 2020	2020	2	We all agree that if the Coronavirus occurs in Venezuela, there would be no way to control it. It's a scene ...	agree occurs venezuela would way control scene	10.506098	-66.9146017
2221	Phil_Gooch	475706270	"RT @skarlamangla: This flu season has killed 10,000 Americans. Coronavirus hasn’t killed anyone in the US. 

my latest: "	London, UK	Sat Feb 01 11:59:54 +0000 2020	2020	2	"RT @skarlamangla: This flu season has killed 10,000 Americans. Coronavirus hasn’t killed anyone in the US. 

my latest: "	@skarlamangla flu season killed 10,000 americans killed anyone latest	51.5073219	-0.1276474
2222	StandSouth	535220605	"RT @StephenMcDonell: From the Foreign Minister of #Australia: ""If you are in #China, leave as soon as possible""...  #coronavirus "	A Walk in the Clouds	Sat Feb 01 11:59:54 +0000 2020	2020	2	"RT @StephenMcDonell: From the Foreign Minister of #Australia: ""If you are in #China, leave as soon as possible""...  #coronavirus "	@stephenmcdonell foreign minister #australia #china leave soon possible	No latitude	No longitude
2223	DeskFouad	1092386911640002560	Weibo verifies profiles of desperate bloggers at the center of the coronavirus outbreak 		Sat Feb 01 11:59:54 +0000 2020	2020	2	Weibo verifies profiles of desperate bloggers at the center of the coronavirus outbreak 	weibo verifies profiles desperate bloggers center outbreak	No latitude	No longitude
2224	IvoTONIUT	552268110	"📣 GOOD NEWS 👏👍

Japanese Institute Succeeds in Isolating Wuhan Coronavirus.

Using the isolated virus, the institut… "	https://ivotoniut.blogspot.com	Sat Feb 01 11:59:53 +0000 2020	2020	2	"📣 GOOD NEWS 👏👍

Japanese Institute Succeeds in Isolating Wuhan Coronavirus.

Using the isolated virus, the institut… "	📣 good news 👏 👍 japanese institute succeeds isolating wuhan using isolated virus institut	No latitude	No longitude
2225	Trendynet1	2351702250	Coronavirus, raccolta fondi a Chinatown 	Palermo	Sat Feb 01 11:59:53 +0000 2020	2020	2	Coronavirus, fundraiser in Chinatown	fundraiser chinatown	38.1112268	13.3524434
2226	RodP13	487110460	RT @brasil247: China registra mais mortes e número de óbitos pelo coronavírus vai a 247 	Belo Horizonte	Sat Feb 01 11:59:53 +0000 2020	2020	2	RT @ brasil247: China registers more deaths and number of deaths from coronavirus reaches 247	brasil 247 china registers deaths number deaths reaches 247	-19.9227318	-43.9450948
2227	quizzus02	701320692	comme précaution et pour qu'ils ne sortent pas de chez eux,les autorités chinoises enferment des familles soupçonné… 	Algérie	Sat Feb 01 11:59:53 +0000 2020	2020	2	as a precaution and so that they do not leave their homes, the Chinese authorities lock up suspected families ...	precaution leave homes chinese authorities lock suspected families	28.0000272	2.9999825
2228	LynnBro850921	847612140244434944	RT @jilevin: Uncertainty, face masks and worry in Illinois suburb where 2 coronavirus patients are treated 	Torrance, CA	Sat Feb 01 11:59:53 +0000 2020	2020	2	RT @jilevin: Uncertainty, face masks and worry in Illinois suburb where 2 coronavirus patients are treated 	@jilevin uncertainty face masks worry illinois suburb patients treated	44.9955309	-79.5692407
2229	gabriele_picchi	476157665	"RT @Azione_it: #Coronavirus, il punto di @WRicciardi sulla gestione dell’emergenza e le precauzioni da prendere.

#Informazione "		Sat Feb 01 11:59:53 +0000 2020	2020	2	"RT @Azione_it: #Coronavirus, @WRicciardi's point on managing the emergency and the precautions to be taken.

#Information"	@azione_it @wricciardi point managing emergency precautions taken #information	No latitude	No longitude
2230	shannjbarrow	708708290511904768	RT @agirlcalledlina: Bring on the coronavirus  		Sat Feb 01 15:59:59 +0000 2020	2020	2	RT @agirlcalledlina: Bring on the coronavirus  	@agirlcalledlina bring	No latitude	No longitude
2231	honnoririn	328225554	"RT @cyako831: 新型コロナウイルスに「HIV （エイズウイルス）」のタンパク質が挿入されていることをインド工科大学の科学者たちが発見。さらに「感染しても免疫を獲得できない示唆」を中国当局が示し、事態は新たな局面に
 "	神奈川県	Sat Feb 01 15:59:59 +0000 2020	2020	2	"RT @ cyako831: Scientists at the Indian Institute of Technology discover that the new coronavirus contains the ""HIV (AIDS virus)"" protein. In addition, Chinese authorities have indicated that ""immunity cannot be obtained even if infected"", and the situation is in a new phase."	cyako 831 scientists indian institute technology discover contains hiv aids virus protein addition chinese authorities indicated immunity cannot obtained even infected situation phase	35.4342935	139.374753
2232	hkerdede	3386428383	RT @MailOnline: Chinese put swastika, sanitary pads and skulls after Danish flag's 'insulting' cartoon 	Hong Kong	Sat Feb 01 15:59:59 +0000 2020	2020	2	RT @MailOnline: Chinese put swastika, sanitary pads and skulls after Danish flag's 'insulting' cartoon 	@mailonline chinese put swastika sanitary pads skulls danish flag's insulting cartoon	22.350627	114.1849161
2233	DrTsion	1059652318285709312	The Wuhan coronavirus seems to have a low fatality rate, and most patients make full recoveries. Experts reveal why… 	New York & Addis Ababa,🌍citiz	Sat Feb 01 15:59:58 +0000 2020	2020	2	The Wuhan coronavirus seems to have a low fatality rate, and most patients make full recoveries. Experts reveal why… 	wuhan seems low fatality rate patients make full recoveries experts reveal	No latitude	No longitude
2234	deublin123	3179803470	San Diego County Resident Tests Negative For Coronavirus 		Sat Feb 01 15:59:58 +0000 2020	2020	2	San Diego County Resident Tests Negative For Coronavirus 	san diego county resident tests negative	No latitude	No longitude
2235	Proper_Stevo	92427244	RT @ABC7: Coronavirus: Death toll rises to 259 as more than 11,900 infected globally, 7 sickened in US 	Los Angeles , California.	Sat Feb 01 15:59:58 +0000 2020	2020	2	RT @ABC7: Coronavirus: Death toll rises to 259 as more than 11,900 infected globally, 7 sickened in US 	@abc7 death toll rises 259 11,900 infected globally sickened	34.0536909	-118.2427666
2236	Mono_Iallo	73659079	🇨🇳 #China || En Shanghai se están generando disturbios para conseguir barbijos debido al temor por el coronavirus… 	Buenos Aires, Argentina.	Sat Feb 01 15:59:58 +0000 2020	2020	2	🇨🇳 #China || In Shanghai, riots are being generated to get chinstraps due to fear of the coronavirus ...	🇨 🇳 #china shanghai riots generated get chinstraps due fear	-34.6075682	-58.4370894
2237	SirCafeina	60800418	"Es muy interesante que el coronavirus se haya dado JUSTO en China JUSTO en este año.

Verán, si sumamos todos los n… "	Querétaro	Sat Feb 01 15:59:57 +0000 2020	2020	2	"It is very interesting that the coronavirus has occurred JUST in China JUST this year.

You see, if we add all the n ..."	interesting occurred china year see add n	20.8542575	-99.84756
2238	stephenrafter89	4400787196	RT @MailOnline: Spain gets first coronavirus victim as worldwide death toll hits 259 and infection total soars to 12,000 	Ireland	Sat Feb 01 15:59:57 +0000 2020	2020	2	RT @MailOnline: Spain gets first coronavirus victim as worldwide death toll hits 259 and infection total soars to 12,000 	@mailonline spain gets first victim worldwide death toll hits 259 infection total soars 12,000	52.865196	-7.9794599
2239	Onemum64	107023962	Il problema è come vaccinarsi dai deficienti che su questa cosa fanno terrorismo e propagsnda #coronavirus 	Italy	Sat Feb 01 15:59:57 +0000 2020	2020	2	The problem is how to get vaccinated from the morons who do terrorism and propagate #coronavirus on this thing	problem get vaccinated morons terrorism propagate thing	42.6384261	12.674297
2240	ElIndepe_Roures	987748813342498816	"RT @Emma1492is: 20 pacientes fueron dados de alta en el hospital en Wuhan, después de haber sufrido el #coronavirus.

 "	Sant Esteve De Les Roures, Cat	Sat Feb 01 15:59:57 +0000 2020	2020	2	RT @ Emma1492is: 20 patients were discharged from the hospital in Wuhan, after having suffered the #coronavirus.	emma 1492is 20 patients discharged hospital wuhan suffered	No latitude	No longitude
2241	ange_jive	266950421	RT @jorgegavino: México no está preparado para el coronavirus, advierten académicos de la UNAM 	México	Sat Feb 01 15:59:56 +0000 2020	2020	2	RT @jorgegavino: Mexico is not prepared for the coronavirus, UNAM academics warn	@jorgegavino mexico prepared unam academics warn	22.5000485	-100.0000375
2242	4K4sQ95jdlqbncx	1185572587939614720	"@jaberalharmi يبيع حق امه لا يبيعش حق الناس.

#شيطان_العرب 
#الامارات_تستهدف_جيش_اليمن 
#الامارات… "		Sat Feb 01 15:59:56 +0000 2020	2020	2	"@jeralharmi sells the rights of his mother does not sell the rights of people.

#Devil_Arab
The UAE is targeting the Yemeni army
#UAE…"	@jeralharmi sells rights mother sell rights people #devil_arab uae targeting yemeni army #uae	No latitude	No longitude
2243	Totorachel6	732284941015384067	RT @redouxne: G jurer c’est vrai y’en a vous vous êtes baignée là dedans et vous avez peur du coronavirus  	Le mans / Orléans 	Sat Feb 01 15:59:56 +0000 2020	2020	2	RT @redouxne: G swear it's true, yeah, you've bathed in it and you're afraid of the coronavirus	@redouxne g swear true yeah bathed afraid	47.9422987	1.8096823
2244	JRDuquette	824458268420476933	Day 1107: What’s it called when you’ve felt like barfing everyday for 1107 days? Asking for a significant majority… 	The moon	Sat Feb 01 15:59:56 +0000 2020	2020	2	Day 1107: What’s it called when you’ve felt like barfing everyday for 1107 days? Asking for a significant majority… 	day 1107 called felt like barfing everyday 1107 days asking significant majority	58.5959044	23.21964608602439
2245	rosied1027	26571213	US companies suspend China operations, restrict travel as coronavirus outbreak becomes global crisis 		Sat Feb 01 15:59:55 +0000 2020	2020	2	US companies suspend China operations, restrict travel as coronavirus outbreak becomes global crisis 	companies suspend china operations restrict travel outbreak becomes global crisis	No latitude	No longitude
2246	bamitav	91608548	"#Coronavirus Has Infected The #Internet: Are #Google And #Twitter The Cure? 

#InfoSec… "	Bangalore, India	Sat Feb 01 15:59:55 +0000 2020	2020	2	"#Coronavirus Has Infected The #Internet: Are #Google And #Twitter The Cure? 

#InfoSec… "	infected #internet #google #twitter cure #infosec	12.9791198	77.5912997
2247	JacoboMalulan	1077747574944215040	RT @zxk0001: Apparently the coronavirus has reached Europe but it’s calm because the UK leaves Europe today 	New York, USA	Sat Feb 01 15:59:55 +0000 2020	2020	2	RT @zxk0001: Apparently the coronavirus has reached Europe but it’s calm because the UK leaves Europe today 	@zxk0001 apparently reached europe calm uk leaves europe today	40.7127281	-74.0060152
2248	jnbuisson	48333685	Coronavirus : non, Le Parisien n’a pas annoncé de cas à Alfortville ou Corbeil - Le Parisien 	Paris	Sat Feb 01 15:59:55 +0000 2020	2020	2	Coronavirus: no, Le Parisien has not announced a case in Alfortville or Corbeil - Le Parisien	parisien announced case alfortville corbeil parisien	48.8566969	2.3514616
2249	ediljose64	110778467	RT @AlbertoRodNews: Científicos de Francia lograron aislar cepas del nuevo coronavirus 		Sat Feb 01 15:59:55 +0000 2020	2020	2	RT @AlbertoRodNews: Scientists from France managed to isolate strains of the new coronavirus	@albertorodnews scientists france managed isolate strains	No latitude	No longitude
2250	domainer78	26957796	Coronavirus to Begin Destroying Global Supply Chains Within Next 3 Weeks via @epochtimes	Texas	Sat Feb 01 15:59:54 +0000 2020	2020	2	Coronavirus to Begin Destroying Global Supply Chains Within Next 3 Weeks via @epochtimes	begin destroying global supply chains within next weeks @epochtimes	31.8160381	-99.5120986
2251	Romarhasit	2595126668	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak "	taga-boljo 	Sat Feb 01 15:59:54 +0000 2020	2020	2	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak "	@choculate really appreciated humanity act #coronavirusoutbreak	No latitude	No longitude
2252	TheNewsTodayPak	1083777484477423616	#Coronavirus: No Pakistani will be allowed to travel back from #China till completion of 14-day quarantine, Pak gov… 	Pakistan	Sat Feb 01 15:59:54 +0000 2020	2020	2	#Coronavirus: No Pakistani will be allowed to travel back from #China till completion of 14-day quarantine, Pak gov… 	pakistani allowed travel back #china till completion 14 day quarantine pak gov	30.3308401	71.247499
2253	WilgeV	1216740606225145862	RT @RTultimahora: Confirman el primer caso del coronavirus en España 	Ciudad Autónoma de Buenos Aire	Sat Feb 01 15:59:54 +0000 2020	2020	2	RT @RTultimahora: They confirm the first case of the coronavirus in Spain	@rtultimahora confirm first case spain	14.4703275	-83.9333336
2254	elarsenalmx	108823074	Por coronavirus, Apple cierra todas sus tiendas en China 	Ciudad de México	Sat Feb 01 15:59:53 +0000 2020	2020	2	Due to coronavirus, Apple closes all its stores in China	due apple closes stores china	19.4326296	-99.1331785
2255	lpatipm	3891232121	RT @HimarRT: El coronavirus sintiendo el calorsito en La Gomera 	:)	Sat Feb 01 15:59:53 +0000 2020	2020	2	RT @HimarRT: The coronavirus feeling the heat in La Gomera	@himarrt feeling heat gomera	No latitude	No longitude
2256	kmizquierdo	160751263	RT @howroute: Another gruesome scene from China. Appears this woman refuses to be quarantined. #coronavirus 		Sat Feb 01 15:59:53 +0000 2020	2020	2	RT @howroute: Another gruesome scene from China. Appears this woman refuses to be quarantined. #coronavirus 	@howroute another gruesome scene china appears woman refuses quarantined	No latitude	No longitude
2257	SigTonero	288938935	"We humbly announce that we have an epidemic named deadly Lassa Fever outbreak here.
Please keep your coronavirus in… "	Nigeria	Sat Feb 01 15:59:52 +0000 2020	2020	2	"We humbly announce that we have an epidemic named deadly Lassa Fever outbreak here.
Please keep your coronavirus in… "	humbly announce epidemic named deadly lassa fever outbreak please keep	9.6000359	7.9999721
2258	gabss_190	1218015255630163969	RT @MussumAlive: Coronavírus chegando no Brasil pro carnaval de rua 		Sat Feb 01 15:59:52 +0000 2020	2020	2	RT @MussumAlive: Coronavirus arriving in Brazil for street carnival	@mussumalive arriving brazil street carnival	No latitude	No longitude
2259	clumf	19963717	"RT @DavidB45212563: The 4 coaches collecting potential Coronavirus patients flown in from China. 
Look closely, we are doomed. "	Liverpool	Sat Feb 01 15:59:52 +0000 2020	2020	2	"RT @DavidB45212563: The 4 coaches collecting potential Coronavirus patients flown in from China. 
Look closely, we are doomed. "	@davidb45212563 coaches collecting potential patients flown china look closely doomed	53.407154	-2.991665
2260	GlobalReina	82742950	A great update thread on the Coronavirus from @unseen1_unseen 	Indianapolis, IN	Sat Feb 01 15:59:52 +0000 2020	2020	2	A great update thread on the Coronavirus from @unseen1_unseen 	great update thread @unseen1_unseen	39.7683331	-86.1583502
2261	MuammerKilic6	921747794079207425	ABD'de koronavirüs coronavirus paniği! Acil durum ilan edildi |Video 		Sat Feb 01 15:59:52 +0000 2020	2020	2	Coronavirus coronavirus panic in the USA! Emergency declared | Video	panic usa emergency declared video	No latitude	No longitude
2262	roadwish1	2525601571	RT @devinedianakin: @LibertyBlitz @_whitneywebb 	United Kingdom	Sat Feb 01 15:59:52 +0000 2020	2020	2	RT @devinedianakin: @LibertyBlitz @_whitneywebb 	@devinedianakin @libertyblitz @_whitneywebb	54.7023545	-3.2765753
2263	StefaniaArciell	2512145188	How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors 		Sun Feb 02 11:59:59 +0000 2020	2020	2	How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors 	bad outbreak get key factors	No latitude	No longitude
2264	GodfreyLai	1162175669305876483	RT @NormaJTorres: Sending prayers to China. As New Virus Spread, China’s Old Habits Delayed Fight - The New York Times 		Sun Feb 02 11:59:59 +0000 2020	2020	2	RT @NormaJTorres: Sending prayers to China. As New Virus Spread, China’s Old Habits Delayed Fight - The New York Times 	@normajtorres sending prayers china virus spread china old habits delayed fight york times	No latitude	No longitude
2265	LilySej1	865082612381077504	"RT @LilySej1: 💯💯💯#Italia 🇮🇹 #coronavirus 
I medici dello Spallanzani hanno isolato il coronavirus
"	USA - Italia	Sun Feb 02 11:59:59 +0000 2020	2020	2	"RT @ LilySej1: 💯💯💯 # Italy 🇮🇹 #coronavirus
Spallanzani doctors have isolated the coronavirus"	lilysej 💯 💯 💯 italy 🇮 🇹 spallanzani doctors isolated	30.616625	-81.7170472
2266	phpress	47290331	RT @UniOfYork: Coronavirus update: please see our web page at for the latest Government advice for travellers from…	Oregon, USA	Sun Feb 02 11:59:59 +0000 2020	2020	2	RT @UniOfYork: Coronavirus update: please see our web page at for the latest Government advice for travellers from…	@uniofyork update please see web page latest government advice travellers	43.9792797	-120.737257
2267	sotnasoinotna	49893483	RT @SCMPNews: Coronavirus won’t turn you into a zombie, Malaysia says 	Manila	Sun Feb 02 11:59:58 +0000 2020	2020	2	RT @SCMPNews: Coronavirus won’t turn you into a zombie, Malaysia says 	@scmpnews turn zombie malaysia says	14.5907332	120.9809674
2268	brunalbuq	4244579938	to tendo insônia direto aí qnd consigo dormir sonho q to grávida, dps sonho q to com coronavírus, dps o gato me aco… 	Brasília	Sun Feb 02 11:59:58 +0000 2020	2020	2	I'm having insomnia right there when I can sleep I dream that I'm pregnant, dps I dream of coronavirus, Dps the cat takes me…	i'm insomnia right sleep dream i'm pregnant dps dream dps cat takes	-10.3333333	-53.2
2269	francesco1221	5929042	"RT @craltieri: This week's Letter from Rome, for the @cworldreport 
"	Minneapolis, MN	Sun Feb 02 11:59:58 +0000 2020	2020	2	"RT @craltieri: This week's Letter from Rome, for the @cworldreport 
"	@craltieri week's letter rome @cworldreport	44.9772995	-93.2654692
2270	RDNS_TAI	2479226604	"Last week #scottyfrommarketting told the National Press Club 

1. McKenzie did nothing wrong
2. Clubs that missed o… "	Canberra	Sun Feb 02 11:59:58 +0000 2020	2020	2	"Last week #scottyfrommarketting told the National Press Club 

1. McKenzie did nothing wrong
2. Clubs that missed o… "	last week #scottyfrommarketting told national press club mckenzie nothing wrong clubs missed	-35.2975906	149.1012676
2271	LizelleVeigas	1040151279056703488	RT @AJEnglish: Here are the countries that have so far confirmed cases of #coronavirus | 		Sun Feb 02 11:59:58 +0000 2020	2020	2	RT @AJEnglish: Here are the countries that have so far confirmed cases of #coronavirus | 	@ajenglish countries far confirmed cases	No latitude	No longitude
2272	jchaconroa	117202759	RT @ActualidadRT: China anuncia un brote de gripe aviar en medio de la batalla contra el coronavirus 2019-nCoV 		Sun Feb 02 11:59:58 +0000 2020	2020	2	RT @NewsRT: China announces an outbreak of bird flu in the middle of the battle against the 2019-nCoV coronavirus	@newsrt china announces outbreak bird flu middle battle ncov	No latitude	No longitude
